"prov","urban","sex","age","marital","education","length_stay","employment","income","sat_education","sat_job","sat_income","sat_health","sat_family","sat_leisure","sat_social","sat_safety","sat_environment","sat_home","happy"
"Kalimantan Tengah","Urban","Female","<=20","Not married","Medium","<=20","Unemployed",NA,6,NA,10,7,10,3,9,10,9,10,8
"Sumatera Utara","Rural","Male",">60","Not married","Medium","61-80","Employed","1.5M-2.5M",7,8,7,8,8,8,2,8,8,7,8
"Jawa Timur","Urban","Female",">60","Not married","Medium","21-40","Unemployed",NA,9,NA,6,9,9,9,9,9,8,9,9
"Nusa Tenggara Timur","Rural","Female","31-40","Married","Medium","<=20","Unemployed",NA,7,NA,8,8,9,8,9,9,9,9,9
"Jawa Timur","Urban","Female","<=20","Married","Medium","<=20","Unemployed",NA,8,NA,7,8,8,8,8,8,8,8,8
"Dki Jakarta","Urban","Male","51-60","Not married","Low","41-60","Unemployed",NA,6,NA,5,8,7,6,7,7,7,6,6
"Jawa Timur","Rural","Female","41-50","Married","Low","<=20","Employed","1M-1.5M",6,6,6,6,7,8,4,7,7,7,8
"Aceh","Rural","Female","51-60","Not married","Low","41-60","Employed","<1M",8,8,8,8,9,9,9,9,9,8,8
"Aceh","Rural","Female","21-30","Married","Medium","<=20","Unemployed",NA,7,NA,8,8,8,6,8,8,7,6,7
"Jawa Tengah","Urban","Female","31-40","Married","Medium","<=20","Unemployed",NA,3,NA,5,7,10,9,10,10,10,10,10
"Sulawesi Selatan","Rural","Female",">60","Married","Low","41-60","Employed","2.5M-4M",7,8,7,7,9,8,9,9,9,7,8
"Sumatera Utara","Urban","Female",">60","Married","Low","61-80","Unemployed",NA,9,NA,2,6,10,10,10,8,10,10,10
"Jawa Tengah","Rural","Male",">60","Married","Low","61-80","Employed","1M-1.5M",6,8,7,7,8,8,8,9,8,8,7
"Papua","Urban","Female","51-60","Married","Medium","21-40","Employed","<1M",4,8,8,7,8,8,9,9,9,3,10
"Sulawesi Selatan","Rural","Female","41-50","Not married","Medium","<=20","Employed","1M-1.5M",5,7,5,8,9,9,8,9,9,8,9
"Kepulauan Bangka Belitung","Urban","Male","31-40","Married","Low","<=20","Employed","1.5M-2.5M",0,0,3,10,10,9,7,10,9,6,10
"Sulawesi Tenggara","Rural","Female","31-40","Married","High","<=20","Employed",">4M",9,10,9,9,10,9,8,9,9,9,9
"Aceh","Urban","Female",">60","Not married","Low","61-80","Unemployed",NA,5,NA,8,7,10,9,8,7,9,8,9
"Sumatera Barat","Urban","Female",">60","Married","Low","<=20","Employed","<1M",8,8,7,7,8,8,8,8,7,7,7
"Banten","Rural","Male",">60","Married","Low","21-40","Unemployed",NA,6,NA,6,7,8,7,7,8,8,8,7
"Jawa Barat","Urban","Male","51-60","Married","Low","21-40","Employed","1M-1.5M",5,7,5,8,6,7,7,8,7,6,7
"Sulawesi Selatan","Rural","Female","31-40","Married","Low","21-40","Employed","<1M",2,2,2,5,9,10,10,8,8,8,8
"Bali","Rural","Male","31-40","Married","Medium","<=20","Employed","1M-1.5M",5,4,0,7,10,10,8,10,10,3,6
"Jawa Timur","Urban","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",7,8,6,10,10,10,8,9,10,8,10
"Sumatera Selatan","Rural","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",5,7,5,8,9,7,9,8,8,8,9
"Jawa Barat","Urban","Male","21-30","Not married","High","<=20","Unemployed",NA,8,NA,8,10,8,9,6,8,9,8,9
"Kalimantan Utara","Urban","Male","41-50","Married","Low","<=20","Employed","1M-1.5M",7,7,8,8,9,7,9,7,8,3,8
"Bali","Urban","Female","51-60","Married","Medium","<=20","Employed","<1M",7,5,6,8,9,7,7,7,8,8,7
"Sulawesi Selatan","Urban","Male",">60","Not married","Medium","41-60","Unemployed",NA,4,NA,6,7,7,7,7,8,7,8,7
"Sulawesi Utara","Rural","Male",">60","Married","Low","61-80","Employed","1.5M-2.5M",10,10,8,9,10,8,10,10,10,10,10
"Aceh","Rural","Female","41-50","Not married","Low","<=20","Employed","1M-1.5M",5,6,8,7,9,8,8,8,8,8,8
"Bengkulu","Rural","Female","51-60","Not married","Low","41-60","Employed","1M-1.5M",6,6,7,6,7,6,3,8,7,6,7
"Sulawesi Selatan","Rural","Female","41-50","Not married","Low","41-60","Employed","1M-1.5M",7,7,7,7,8,7,8,8,7,6,7
"Sulawesi Barat","Rural","Male",">60","Married","Low","21-40","Unemployed",NA,3,NA,7,7,8,6,9,7,10,3,9
"Maluku Utara","Rural","Male","51-60","Married","Low","41-60","Employed","2.5M-4M",4,6,4,7,8,9,9,10,10,4,6
"Sumatera Utara","Rural","Male","31-40","Married","High","<=20","Employed","1.5M-2.5M",6,8,8,7,9,8,10,8,9,7,9
"Kalimantan Tengah","Rural","Male","51-60","Not married","Medium","41-60","Employed",">4M",7,7,7,7,7,7,6,6,6,7,6
"Maluku Utara","Rural","Male","31-40","Married","Low","21-40","Employed","1.5M-2.5M",5,6,5,6,6,6,6,6,6,5,6
"Sulawesi Barat","Urban","Female","31-40","Married","Medium","<=20","Unemployed",NA,7,NA,7,7,7,8,7,8,8,7,9
"Jawa Tengah","Urban","Female",">60","Married","Low","61-80","Unemployed",NA,1,NA,5,8,10,10,10,10,10,8,10
"Jawa Timur","Urban","Female","41-50","Married","Medium","41-60","Employed","1M-1.5M",2,3,3,4,8,8,8,8,8,3,8
"Sulawesi Tenggara","Urban","Male","41-50","Married","Medium","<=20","Employed",">4M",6,8,8,9,8,8,8,8,10,8,8
"Banten","Urban","Female","51-60","Married","Medium","41-60","Employed","1.5M-2.5M",6,7,6,7,7,7,7,7,7,7,7
"Jawa Timur","Urban","Female","41-50","Married","Low","<=20","Employed","1.5M-2.5M",3,7,6,7,7,7,7,8,8,7,7
"Sumatera Utara","Rural","Female","51-60","Not married","Low","41-60","Employed","<1M",7,8,7,5,5,5,10,8,7,6,10
"Sulawesi Utara","Urban","Female","41-50","Married","Low","41-60","Employed","<1M",2,10,3,5,10,10,10,5,10,10,10
"Jawa Tengah","Urban","Male",">60","Married","Low","61-80","Employed","<1M",8,8,6,5,8,8,8,9,8,9,8
"Nusa Tenggara Barat","Urban","Female","21-30","Married","Medium","<=20","Employed",">4M",5,6,5,9,8,7,8,8,9,8,9
"Maluku","Rural","Male",">60","Married","Low","41-60","Employed","<1M",3,8,7,9,9,7,9,10,9,8,8
"Lampung","Rural","Male","21-30","Married","Medium","21-40","Employed","1M-1.5M",5,6,4,8,8,7,7,8,7,6,6
"Sumatera Utara","Rural","Male",">60","Not married","Low","21-40","Employed","<1M",2,5,2,2,8,8,8,8,8,3,7
"Sulawesi Selatan","Rural","Male","51-60","Married","Medium","<=20","Employed","2.5M-4M",7,8,8,9,9,8,8,8,8,7,7
"Bali","Urban","Female","51-60","Married","Low","41-60","Unemployed",NA,3,NA,5,7,8,7,8,7,7,8,7
"Jawa Barat","Urban","Male","41-50","Married","Low","<=20","Employed","1M-1.5M",6,7,7,8,8,7,7,8,8,7,8
"Kalimantan Selatan","Rural","Male","41-50","Married","Low","41-60","Employed","1M-1.5M",6,5,6,8,8,6,8,7,8,6,8
"Papua Barat","Rural","Female","41-50","Married","Low","<=20","Unemployed",NA,3,NA,8,7,8,7,8,7,8,6,7
"Sulawesi Utara","Urban","Female",">60","Married","Medium","21-40","Unemployed",NA,8,NA,8,7,9,8,6,7,8,7,8
"Aceh","Rural","Male","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",6,7,7,7,7,7,8,8,8,8,8
"Sumatera Selatan","Urban","Male","51-60","Married","Medium","<=20","Employed","1.5M-2.5M",8,7,7,8,9,9,8,8,8,7,6
"Sulawesi Barat","Rural","Male","41-50","Married","Medium","41-60","Employed","<1M",7,7,5,8,8,8,10,8,10,7,8
"Papua","Rural","Male","41-50","Not married","Low","41-60","Employed","1M-1.5M",7,6,6,7,7,6,7,7,7,7,7
"Di Yogyakarta","Urban","Female","31-40","Married","High","<=20","Employed",">4M",7,7,7,7,9,8,7,8,8,8,8
"Jawa Tengah","Urban","Female","31-40","Married","Medium","21-40","Unemployed",NA,7,NA,7,8,9,8,8,8,8,7,8
"Jawa Barat","Urban","Female",">60","Married","Low","<=20","Unemployed",NA,6,NA,7,8,7,7,7,7,8,7,7
"Jawa Barat","Urban","Male",">60","Married","High","41-60","Employed","1.5M-2.5M",9,9,9,8,9,9,9,8,9,9,9
"Sumatera Utara","Rural","Female","51-60","Married","Medium","<=20","Employed","1M-1.5M",5,7,6,8,8,9,8,9,9,7,9
"Jawa Timur","Rural","Male",">60","Not married","Low","61-80","Unemployed",NA,5,NA,7,7,7,7,8,8,8,8,7
"Jawa Barat","Rural","Male",">60","Married","Low","61-80","Employed","<1M",7,7,6,8,9,8,9,8,8,7,7
"Kalimantan Barat","Rural","Male","31-40","Married","Low","21-40","Employed","1.5M-2.5M",4,8,8,9,9,8,8,9,9,8,8
"Jawa Tengah","Rural","Female","41-50","Married","Low","41-60","Unemployed",NA,8,NA,8,8,8,8,8,8,8,8,8
"Jawa Barat","Rural","Female","51-60","Married","Medium","21-40","Unemployed",NA,6,NA,7,8,7,8,7,8,7,8,8
"Nusa Tenggara Timur","Rural","Male","31-40","Married","Medium","21-40","Employed","1M-1.5M",8,5,10,10,8,8,8,8,8,8,8
"Banten","Urban","Female","31-40","Married","Low","<=20","Unemployed",NA,5,NA,6,6,6,6,6,6,6,6,6
"Jawa Timur","Urban","Male","41-50","Married","Low","21-40","Employed","1M-1.5M",3,6,6,8,7,7,8,7,7,5,7
"Riau","Rural","Male","41-50","Married","Medium","<=20","Employed","2.5M-4M",7,7,7,8,8,7,10,8,8,7,8
"Kalimantan Tengah","Urban","Female","31-40","Married","Medium","21-40","Unemployed",NA,7,NA,5,9,8,7,8,8,8,6,9
"Sulawesi Selatan","Rural","Female",">60","Married","Low","61-80","Employed","<1M",7,8,6,9,9,8,9,8,8,7,8
"Dki Jakarta","Urban","Female","51-60","Not married","High","<=20","Employed",">4M",8,8,8,8,8,8,8,8,8,8,8
"Kepulauan Bangka Belitung","Urban","Female","41-50","Married","Low","21-40","Employed","1.5M-2.5M",5,7,7,7,8,7,7,8,8,4,8
"Sulawesi Utara","Urban","Female",">60","Not married","Medium","21-40","Unemployed",NA,10,NA,10,10,10,10,10,10,10,10,10
"Jawa Timur","Urban","Female","41-50","Married","Low","21-40","Unemployed",NA,6,NA,7,8,9,8,8,8,8,9,9
"Bali","Rural","Female",">60","Not married","Low","61-80","Unemployed",NA,5,NA,5,5,7,6,6,6,7,5,5
"Jawa Timur","Rural","Female","31-40","Married","Medium","21-40","Unemployed",NA,8,NA,8,8,9,8,8,8,8,8,8
"Papua","Urban","Male","51-60","Married","Medium","21-40","Employed","2.5M-4M",7,5,6,9,10,9,10,10,10,9,8
"Kepulauan Bangka Belitung","Urban","Male","21-30","Married","Medium","<=20","Employed","1.5M-2.5M",7,7,8,9,7,6,9,10,9,6,7
"Sumatera Barat","Urban","Male",">60","Married","Medium","<=20","Unemployed",NA,7,NA,9,7,9,9,8,8,8,8,9
"Papua","Rural","Male","31-40","Married","Low","21-40","Employed","2.5M-4M",6,7,6,9,7,7,7,9,8,7,9
"Jawa Tengah","Urban","Female","31-40","Married","Low","21-40","Employed","1.5M-2.5M",7,8,8,9,8,8,8,7,7,8,8
"Kalimantan Timur","Urban","Male","41-50","Married","Low","<=20","Employed","2.5M-4M",7,9,9,9,9,9,9,9,9,9,9
"Jawa Tengah","Rural","Female","51-60","Not married","Low","41-60","Unemployed",NA,5,NA,8,7,5,9,8,9,9,10,10
"Jawa Tengah","Urban","Female","31-40","Married","Medium","21-40","Employed","<1M",6,6,6,7,8,7,8,9,8,3,7
"Jawa Timur","Rural","Male","41-50","Married","Medium","<=20","Unemployed",NA,6,NA,8,8,8,8,8,8,8,9,9
"Aceh","Urban","Female","41-50","Married","Low","21-40","Employed","1M-1.5M",7,8,7,8,8,7,9,9,9,7,9
"Sumatera Utara","Urban","Male","21-30","Not married","Medium","<=20","Unemployed",NA,4,NA,3,4,4,4,10,5,10,10,5
"Jawa Barat","Urban","Male","51-60","Married","Medium","41-60","Unemployed",NA,6,NA,7,9,9,8,8,10,10,9,9
"Jawa Barat","Rural","Male",">60","Married","Low","41-60","Employed","1M-1.5M",6,7,7,7,7,6,7,7,7,7,7
"Sumatera Utara","Rural","Male","51-60","Married","Low","41-60","Employed","1.5M-2.5M",3,6,6,7,8,7,8,7,7,6,8
"Riau","Rural","Male","31-40","Married","Medium","<=20","Employed",">4M",8,9,8,8,9,7,9,8,9,7,9
"Riau","Rural","Female","31-40","Married","Medium","<=20","Employed","1M-1.5M",5,0,0,7,9,7,10,8,10,7,8
"Dki Jakarta","Urban","Female",">60","Not married","Low","21-40","Unemployed",NA,6,NA,2,5,6,8,7,8,10,4,5
"Jawa Barat","Urban","Male","51-60","Married","Low","41-60","Employed","1.5M-2.5M",7,7,7,8,9,9,9,9,8,9,8
"Papua","Rural","Female","31-40","Married","High","<=20","Employed","1.5M-2.5M",10,10,10,10,10,10,9,9,9,10,10
"Jawa Tengah","Rural","Male","31-40","Married","Low","21-40","Employed","1.5M-2.5M",7,8,7,7,8,7,8,7,8,8,7
"Sumatera Selatan","Rural","Female","31-40","Married","Medium","21-40","Unemployed",NA,7,NA,7,6,9,8,9,8,8,8,8
"Jawa Barat","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,7,NA,5,8,5,7,6,7,6,5,7
"Jawa Tengah","Rural","Male","51-60","Married","Low","41-60","Employed","1.5M-2.5M",7,7,7,8,8,7,7,7,7,8,8
"Di Yogyakarta","Rural","Male","21-30","Married","Medium","21-40","Employed","1.5M-2.5M",8,8,7,9,9,7,9,9,9,7,8
"Di Yogyakarta","Urban","Male",">60","Married","Medium","21-40","Employed","1.5M-2.5M",6,7,7,7,7,7,4,6,7,6,7
"Sulawesi Tengah","Rural","Male","51-60","Married","Low","21-40","Employed",">4M",5,7,6,8,8,5,8,9,9,6,6
"Sulawesi Utara","Rural","Male","51-60","Married","Low","41-60","Employed","1M-1.5M",10,10,10,7,10,8,10,9,10,9,10
"Sumatera Utara","Urban","Female","41-50","Married","Medium","<=20","Employed","<1M",7,7,8,8,8,8,6,7,9,10,6
"Jawa Tengah","Urban","Female","31-40","Married","Low","21-40","Employed","1M-1.5M",7,8,7,7,7,6,6,7,7,7,7
"Papua","Urban","Female","51-60","Married","Medium","21-40","Employed","1M-1.5M",6,6,6,8,8,7,7,6,8,7,7
"Kalimantan Utara","Rural","Female","31-40","Married","Low","<=20","Unemployed",NA,6,NA,7,7,8,8,7,7,7,7,8
"Jawa Tengah","Rural","Female","31-40","Married","Low","21-40","Employed","<1M",5,5,1,6,6,6,8,8,8,6,5
"Bengkulu","Rural","Female","51-60","Married","Low","21-40","Employed","<1M",2,5,4,7,8,6,8,9,8,8,5
"Gorontalo","Rural","Female","51-60","Married","Low","41-60","Unemployed",NA,7,NA,9,5,9,9,8,9,8,8,9
"Jawa Timur","Urban","Female","41-50","Married","Medium","<=20","Unemployed",NA,7,NA,7,8,7,8,8,9,9,8,7
"Nusa Tenggara Barat","Rural","Female","31-40","Married","Medium","<=20","Employed","2.5M-4M",8,9,8,9,10,9,8,8,8,10,9
"Sumatera Utara","Rural","Female","21-30","Married","Medium","<=20","Employed","<1M",8,3,6,8,9,7,8,9,9,4,8
"Kalimantan Tengah","Urban","Male","41-50","Married","Medium","<=20","Employed",">4M",5,8,8,9,8,8,8,9,8,8,8
"Maluku Utara","Urban","Male","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",9,7,8,8,8,8,7,10,7,6,10
"Sumatera Selatan","Urban","Female","41-50","Married","High","<=20","Unemployed",NA,8,NA,8,8,8,8,7,7,8,8,9
"Lampung","Urban","Male",">60","Not married","Low","41-60","Unemployed",NA,7,NA,5,7,7,8,7,8,8,7,7
"Kalimantan Selatan","Rural","Male",">60","Married","Low","41-60","Employed","1.5M-2.5M",7,8,7,7,8,8,8,8,7,7,8
"Jawa Timur","Urban","Male","31-40","Not married","Medium","<=20","Employed","1.5M-2.5M",0,6,5,8,8,8,9,9,9,9,7
"Papua Barat","Rural","Male","51-60","Not married","Medium","41-60","Employed",">4M",7,7,6,8,8,6,8,8,9,8,8
"Riau","Urban","Male","41-50","Married","Medium","21-40","Employed","2.5M-4M",8,8,8,7,8,8,7,7,9,7,8
"Jawa Barat","Rural","Female",">60","Not married","Low","61-80","Employed","1M-1.5M",5,7,3,6,8,7,8,8,8,7,7
"Jambi","Rural","Male",">60","Married","Low","61-80","Employed","1.5M-2.5M",3,7,8,7,8,6,6,7,7,6,8
"Jawa Tengah","Urban","Female",">60","Not married","Low","41-60","Unemployed",NA,7,NA,8,8,8,8,8,9,9,9,8
"Bengkulu","Urban","Male","51-60","Married","High","21-40","Employed",">4M",8,9,9,9,9,8,8,8,8,9,9
"Riau","Rural","Female","51-60","Married","Low","41-60","Employed","1M-1.5M",5,7,7,7,8,6,8,7,8,9,8
"Maluku Utara","Rural","Female","21-30","Married","Medium","<=20","Unemployed",NA,5,NA,10,10,10,7,9,7,10,3,8
"Jawa Timur","Urban","Male",">60","Married","Low","61-80","Employed","1.5M-2.5M",6,6,6,6,7,6,6,6,6,6,6
"Di Yogyakarta","Urban","Male",">60","Married","Low","41-60","Employed","1.5M-2.5M",7,9,7,8,9,9,8,9,9,9,9
"Sulawesi Barat","Urban","Male",">60","Married","Low","61-80","Employed","<1M",5,6,5,5,9,7,9,9,8,8,8
"Sumatera Barat","Rural","Female",">60","Married","Low","21-40","Employed","<1M",8,8,5,8,10,7,8,9,7,7,9
"Jawa Tengah","Urban","Male",">60","Married","Low","61-80","Employed","1M-1.5M",5,7,7,7,8,6,8,8,3,8,7
"Banten","Urban","Female",">60","Not married","Medium","21-40","Unemployed",NA,5,NA,6,7,9,8,10,10,7,8,8
"Jawa Barat","Urban","Male","51-60","Married","Low","41-60","Employed","2.5M-4M",4,7,4,8,7,6,7,8,7,6,6
"Nusa Tenggara Barat","Urban","Female","31-40","Married","High","<=20","Employed","2.5M-4M",9,9,8,8,9,9,9,9,9,9,8
"Kalimantan Utara","Rural","Female","41-50","Married","Low","41-60","Employed","<1M",5,7,4,8,9,7,8,8,8,7,9
"Papua Barat","Urban","Female","41-50","Not married","Medium","<=20","Unemployed",NA,8,NA,6,9,10,10,8,10,9,10,9
"Aceh","Rural","Female","21-30","Married","Medium","<=20","Unemployed",NA,7,NA,5,8,8,8,8,9,8,9,8
"Kalimantan Barat","Rural","Male","21-30","Not married","Low","21-40","Unemployed",NA,4,NA,3,6,3,7,6,6,7,7,5
"Kepulauan Riau","Urban","Female","21-30","Married","Medium","<=20","Unemployed",NA,7,NA,7,10,9,9,10,10,10,8,10
"Kalimantan Barat","Rural","Male","41-50","Not married","Low","21-40","Employed","1M-1.5M",5,7,5,5,7,8,8,8,8,5,8
"Kepulauan Bangka Belitung","Rural","Male","21-30","Married","Low","<=20","Employed","1M-1.5M",6,7,7,8,9,8,8,9,9,9,9
"Kalimantan Timur","Urban","Male","31-40","Married","Medium","<=20","Employed",">4M",10,10,10,9,10,8,6,8,9,10,10
"Banten","Rural","Female","51-60","Married","Low","41-60","Unemployed",NA,7,NA,7,8,9,9,9,9,9,7,8
"Jawa Tengah","Rural","Female","51-60","Married","Low","41-60","Employed","<1M",6,7,8,6,8,8,8,9,9,7,8
"Kepulauan Bangka Belitung","Urban","Female","41-50","Married","Medium","41-60","Unemployed",NA,10,NA,7,9,9,10,10,9,10,9,8
"Jawa Barat","Rural","Female",">60","Not married","Low","41-60","Unemployed",NA,4,NA,0,4,7,7,8,7,8,7,8
"Jawa Barat","Urban","Female","51-60","Married","Medium","41-60","Employed","<1M",5,8,2,10,3,8,10,10,10,5,10
"Sumatera Utara","Urban","Female","51-60","Married","Medium","<=20","Employed","1M-1.5M",8,10,8,10,10,9,9,10,10,10,9
"Sumatera Barat","Rural","Male","31-40","Married","Medium","21-40","Employed","1M-1.5M",10,7,7,8,10,8,8,8,7,8,10
"Jawa Tengah","Urban","Male",">60","Not married","Low","61-80","Unemployed",NA,6,NA,5,8,7,8,8,8,7,5,6
"Papua Barat","Rural","Male","21-30","Married","Medium","21-40","Employed","<1M",8,8,8,10,10,10,10,10,10,8,9
"Jawa Tengah","Urban","Male","31-40","Married","High","<=20","Employed",">4M",6,6,6,8,10,6,5,7,7,7,7
"Kalimantan Selatan","Rural","Male","31-40","Married","Low","<=20","Employed","1.5M-2.5M",7,8,4,6,9,5,9,9,10,8,8
"Banten","Rural","Female",">60","Married","Low","41-60","Employed","<1M",6,5,3,7,7,6,8,8,7,5,6
"Sulawesi Tengah","Rural","Male","41-50","Married","Medium","21-40","Employed","1.5M-2.5M",9,10,3,3,10,10,8,9,10,3,8
"Sumatera Utara","Urban","Female","41-50","Married","Low","21-40","Employed","<1M",2,3,3,7,8,8,8,8,8,8,8
"Jambi","Rural","Female",">60","Married","Low","61-80","Unemployed",NA,6,NA,7,7,8,7,7,8,8,7,8
"Lampung","Rural","Male",">60","Married","Medium","21-40","Employed","<1M",5,7,5,8,9,8,7,5,5,8,8
"Banten","Urban","Female","51-60","Married","High","<=20","Unemployed",NA,8,NA,8,9,9,9,9,9,9,9,9
"Jawa Barat","Urban","Female","31-40","Married","Medium","<=20","Unemployed",NA,7,NA,8,8,9,9,8,8,8,8,8
"Sumatera Barat","Urban","Male","51-60","Married","Medium","<=20","Employed","2.5M-4M",6,7,7,8,7,7,7,7,7,6,7
"Sulawesi Selatan","Rural","Female",">60","Not married","Low","41-60","Unemployed",NA,1,NA,1,5,9,10,7,9,9,5,7
"Jambi","Urban","Female",">60","Not married","Medium","21-40","Unemployed",NA,8,NA,10,8,10,10,10,10,8,10,10
"Sulawesi Utara","Rural","Male","41-50","Married","Medium","41-60","Unemployed",NA,8,NA,6,4,8,5,10,8,9,9,8
"Sumatera Utara","Rural","Male","41-50","Married","Medium","<=20","Employed",">4M",9,10,10,8,9,7,10,9,10,9,10
"Sumatera Utara","Rural","Female","51-60","Married","Medium","21-40","Employed","1.5M-2.5M",8,8,8,8,8,8,7,8,8,8,8
"Sulawesi Selatan","Rural","Female","51-60","Married","Medium","21-40","Employed","<1M",5,4,6,8,7,9,9,8,9,6,6
"Kepulauan Bangka Belitung","Urban","Female","41-50","Married","Low","<=20","Unemployed",NA,7,NA,7,7,8,7,8,8,8,7,7
"Kalimantan Barat","Rural","Male","51-60","Married","Low","41-60","Employed","1M-1.5M",7,7,7,8,8,8,6,8,8,8,8
"Lampung","Rural","Female","51-60","Married","Low","41-60","Employed","1M-1.5M",8,9,9,9,10,10,9,9,10,8,8
"Sumatera Utara","Urban","Female",">60","Not married","Low","41-60","Employed","<1M",6,6,6,5,8,9,9,9,9,8,7
"Sulawesi Selatan","Rural","Male","41-50","Not married","Low","41-60","Employed","1M-1.5M",5,8,8,6,7,7,7,7,8,7,6
"Papua","Urban","Female","21-30","Married","High","<=20","Employed","2.5M-4M",8,6,6,8,10,9,9,8,8,6,7
"Bali","Urban","Male","41-50","Married","Medium","41-60","Employed","2.5M-4M",8,6,6,7,8,6,7,8,8,6,7
"Banten","Rural","Female","21-30","Married","Low","21-40","Unemployed",NA,5,NA,6,8,8,6,7,10,10,5,7
"Jawa Tengah","Urban","Male","31-40","Married","Medium","<=20","Employed","2.5M-4M",6,10,8,10,10,7,7,7,7,10,9
"Sumatera Selatan","Rural","Male",">60","Married","Low","21-40","Employed","2.5M-4M",8,9,8,8,9,8,9,9,9,9,9
"Sulawesi Tengah","Rural","Female",">60","Not married","Low","41-60","Unemployed",NA,10,NA,8,5,10,10,10,10,10,7,10
"Kalimantan Barat","Rural","Male","41-50","Married","Low","21-40","Employed","<1M",7,8,3,3,7,8,8,9,5,5,5
"Jawa Tengah","Rural","Male","51-60","Married","Medium","<=20","Employed","<1M",6,6,3,8,7,6,8,8,8,4,7
"Jawa Barat","Urban","Male","21-30","Married","Medium","21-40","Employed","1.5M-2.5M",7,7,7,8,8,7,7,8,8,7,8
"Lampung","Rural","Female",">60","Married","Low","21-40","Unemployed",NA,3,NA,5,3,8,9,8,7,8,7,8
"Sumatera Selatan","Rural","Male","31-40","Married","Low","<=20","Employed","1M-1.5M",8,2,4,7,8,8,8,8,8,7,8
"Kalimantan Barat","Urban","Male","41-50","Married","Low","<=20","Employed","1.5M-2.5M",3,3,3,8,10,9,8,10,10,5,8
"Nusa Tenggara Timur","Rural","Male",">60","Married","Low","41-60","Employed","1M-1.5M",6,7,7,8,9,7,10,10,10,7,8
"Banten","Urban","Male","31-40","Married","Medium","21-40","Employed",">4M",7,10,8,10,10,9,8,10,10,7,8
"Kalimantan Barat","Rural","Male","21-30","Married","Low","21-40","Employed","2.5M-4M",7,6,7,8,8,6,8,9,8,8,7
"Riau","Rural","Male","41-50","Married","Medium","21-40","Employed","1M-1.5M",6,7,7,7,8,8,8,7,7,7,7
"Sumatera Utara","Rural","Female","41-50","Married","Low","<=20","Unemployed",NA,1,NA,1,9,10,9,9,10,10,8,10
"Sumatera Utara","Rural","Female","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",7,10,10,10,10,9,5,10,10,10,10
"Lampung","Rural","Male",">60","Not married","Low","61-80","Unemployed",NA,6,NA,6,6,8,6,7,8,8,7,6
"Nusa Tenggara Timur","Rural","Male",">60","Married","Low","41-60","Employed","<1M",5,8,8,8,9,7,8,8,8,6,6
"Jawa Tengah","Rural","Female","51-60","Married","Low","41-60","Employed","1M-1.5M",4,5,3,8,6,5,8,7,8,4,7
